Actual Pressure Strain,Predicted Pressure Strain
0.000262368465090003,3.872164977804485e-05
0.0,-1.764627242572894e-06
0.0,3.807246533853462e-05
0.0,2.8123895741983592e-05
0.06150459535204462,0.062175761374606925
-0.0211856494432677,-0.020253650487229487
0.0,3.807246533853462e-05
5.065909193556e-05,0.0001467725345026152
7.6710882319484e-05,3.807246533853462e-05
0.01544156584109481,0.01560257008071473
0.0,0.0
6.895176602194e-06,3.807246533853462e-05
8.424748895431e-06,3.807246533853462e-05
